namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
riskmanagement,api-structure-detail,/risk/<int:org_pk>/api/structure/^api_structure/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.StructureViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
riskmanagement,api-structure-get-values-for-update,/risk/<int:org_pk>/api/structure/^api_structure/(?P<pk>[^/.]+)/get_values_for_update/$,risk_management.api.viewset.StructureViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
riskmanagement,api-structure-get-values-for-update,/risk/<int:org_pk>/api/structure/^api_structure/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.StructureViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/structure/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/structure/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
riskmanagement,api-incident-list,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk,0,1
riskmanagement,api-incident-list,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|format,0,1
riskmanagement,api-incident-detail-template,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/detail_template/$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk,0,0
riskmanagement,api-incident-detail-template,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/detail_template\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|format,0,0
riskmanagement,api-incident-detail,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/(?P<pk>[^/.]+)/$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk,0,1
riskmanagement,api-incident-detail,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk|format,0,1
riskmanagement,api-incident-get-values-for-update,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/(?P<pk>[^/.]+)/get_values_for_update/$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk,0,0
riskmanagement,api-incident-get-values-for-update,/risk/<int:org_pk>/api/incident/<int:risk>/^api_incident/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.IncidentViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk|format,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/incident/<int:risk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|risk,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/incident/<int:risk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|risk|format,0,0
riskmanagement,risk_report,/risk/<int:org_pk>/reports/,risk_management.views.RiskZoneReport,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,report/base_report_organizations.html,org_pk,0,0
riskmanagement,workday_list,/risk/<int:org_pk>/workdays/<int:risk_zone>/,risk_management.views.workday_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:493,pagina,risk_management/workday_list.html,org_pk|risk_zone,1,0
riskmanagement,api-workday-list,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk,0,0
riskmanagement,api-workday-list,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|format,0,0
riskmanagement,api-workday-detail-template,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/detail_template/$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk,0,0
riskmanagement,api-workday-detail-template,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/detail_template\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|format,0,0
riskmanagement,api-workday-detail,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/(?P<pk>[^/.]+)/$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk,0,0
riskmanagement,api-workday-detail,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk|format,0,0
riskmanagement,api-workday-get-values-for-update,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/(?P<pk>[^/.]+)/get_values_for_update/$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk,0,0
riskmanagement,api-workday-get-values-for-update,/risk/<int:org_pk>/api/workday/<int:risk>/^api_workday/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,risk_management.api.viewset.WorkdaysViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|risk|pk|format,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/workday/<int:risk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|risk,0,0
riskmanagement,api-root,/risk/<int:org_pk>/api/workday/<int:risk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|risk|format,0,0
riskmanagement,iper_list,/risk/<int:org_pk>/iper/list/,risk_management.iper_views.IPERAssessmentList,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_list.html,org_pk,0,1
riskmanagement,iper_create,/risk/<int:org_pk>/iper/create/,risk_management.iper_views.IPERAssessmentCreate,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_form.html,org_pk,0,0
riskmanagement,iper_detail,/risk/<int:org_pk>/iper/<int:pk>/detail/,risk_management.iper_views.IPERAssessmentDetail,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_detail.html,org_pk|pk,0,0
riskmanagement,iper_toggle_anonymous,/risk/<int:org_pk>/iper/<int:pk>/toggle-anonymous/,risk_management.iper_views.iper_toggle_anonymous,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:322,accion,,org_pk|pk,0,0
riskmanagement,iper_toggle_status,/risk/<int:org_pk>/iper/<int:pk>/toggle-status/,risk_management.iper_views.iper_toggle_status,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:345,accion,,org_pk|pk,0,0
riskmanagement,iper_update,/risk/<int:org_pk>/iper/<int:pk>/update/,risk_management.iper_views.IPERAssessmentUpdate,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_form.html,org_pk|pk,0,0
riskmanagement,iper_delete,/risk/<int:org_pk>/iper/<int:pk>/delete/,risk_management.iper_views.IPERAssessmentDelete,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iperassessment_confirm_delete.html,org_pk|pk,0,0
riskmanagement,iper_clone,/risk/<int:org_pk>/iper/<int:pk>/clone/,risk_management.iper_views.iper_clone_for_update,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:503,accion,,org_pk|pk,0,1
riskmanagement,iper_observation_add,/risk/<int:org_pk>/iper/<int:pk>/observation/,risk_management.iper_views.iper_observation_add,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:465,accion,,org_pk|pk,0,0
riskmanagement,iper_hazard_create,/risk/<int:org_pk>/iper/<int:assessment_pk>/hazard/create/,risk_management.iper_views.iper_hazard_action,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:378,accion,,org_pk|assessment_pk,0,1
riskmanagement,iper_hazard_update,/risk/<int:org_pk>/iper/<int:assessment_pk>/hazard/<int:pk>/update/,risk_management.iper_views.iper_hazard_action,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:378,accion,,org_pk|assessment_pk|pk,0,0
riskmanagement,iper_hazard_delete,/risk/<int:org_pk>/iper/<int:assessment_pk>/hazard/<int:pk>/delete/,risk_management.iper_views.iper_hazard_delete,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:426,accion,,org_pk|assessment_pk|pk,0,0
riskmanagement,iper_history,/risk/<int:org_pk>/iper/history/,risk_management.iper_views.IPERHistory,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_history.html,org_pk,0,1
riskmanagement,iper_dashboard,/risk/<int:org_pk>/iper/dashboard/,risk_management.iper_views.IPERDashboard,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,risk_management/iper_dashboard.html,org_pk,0,0
riskmanagement,iper_request_zone,/risk/<int:org_pk>/iper/zone/<int:risk_pk>/request/,risk_management.iper_views.iper_request_for_zone,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:561,accion,,org_pk|risk_pk,0,0
riskmanagement,iper_lab_help,/risk/<int:org_pk>/iper/labdata/<int:lab_pk>/,risk_management.iper_views.iper_lab_help,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:806,json,,org_pk|lab_pk,0,1
riskmanagement,iper_catalog_add,/risk/<int:org_pk>/iper/catalog/add/,risk_management.iper_views.iper_catalog_add,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:844,parcial,,org_pk,0,0
derb,form_list,/derb/<int:org_pk>/FormList/,derb.views.form_list.FormList,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,formBuilder/form_list.html,org_pk,1,1
derb,delete_form,/derb/<int:org_pk>/FormList/delete/<int:pk>/,derb.views.form_list.DeleteForm,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,accion,,org_pk|pk,0,1
derb,create_form,/derb/<int:org_pk>/FormList/create/,derb.views.form_list.CreateForm,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:69,json,,org_pk,0,1
derb,preview_form,/derb/<int:org_pk>/FormList/preview/<int:form_id>/,derb.views.preview_form.previewForm,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:9,pagina,formBuilder/preview_form.html,org_pk|form_id,0,0
derb,edit_view,/derb/<int:org_pk>/editView/,derb.views.EditView.EditView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,formBuilder/edit_view.html,org_pk,0,1
derb,edit_view,/derb/<int:org_pk>/editView/<int:form_id>/,derb.views.EditView.EditView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,formBuilder/edit_view.html,org_pk|form_id,0,1
derb,update_form,/derb/<int:org_pk>/editView/update/,derb.views.EditView.UpdateForm,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:71,json,,org_pk,0,0
derb,api_inform,/derb/<int:org_pk>/api/informView/,derb.api.views.InformView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
derb,api_laboratory_by_user,/derb/<int:org_pk>/api/laboratoryView/,derb.api.views.LaboratoryByUserView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
derb,api_laboratory_by_org,/derb/<int:org_pk>/api/laboratoryOrgView/,derb.api.views.LaboratoryByOrgView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
derb,api_org_structure,/derb/<int:org_pk>/api/orgView/,derb.api.views.OrganizationUsersView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
derb,api_incident,/derb/<int:org_pk>/api/incidentReportView/,derb.api.views.IncidentReportView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
derb,api_objects,/derb/<int:org_pk>/api/objectsView/,derb.api.views.ObjectsView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,1
academic,add_steps_wrapper,/academic/<int:org_pk>/procedure/add_steps_wrapper/<int:pk>/,academic.views.add_steps_wrapper,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:62,accion,,org_pk|pk,0,1
academic,api-procedurerequiredobject-list,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk,0,1
academic,api-procedurerequiredobject-list,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|format,0,1
academic,api-procedurerequiredobject-detail-template,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/detail_template/$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk,0,0
academic,api-procedurerequiredobject-detail-template,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/detail_template\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|format,0,0
academic,api-procedurerequiredobject-detail,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/(?P<pk>[^/.]+)/$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk,0,1
academic,api-procedurerequiredobject-detail,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk|format,0,1
academic,api-procedurerequiredobject-get-values-for-update,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/(?P<pk>[^/.]+)/get_values_for_update/$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk,0,0
academic,api-procedurerequiredobject-get-values-for-update,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_requiredobject/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureRequiredObjectViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk|format,0,0
academic,api-procedureobservation-list,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk,0,1
academic,api-procedureobservation-list,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|format,0,1
academic,api-procedureobservation-detail-template,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/detail_template/$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk,0,0
academic,api-procedureobservation-detail-template,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/detail_template\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|format,0,0
academic,api-procedureobservation-detail,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/(?P<pk>[^/.]+)/$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk,0,1
academic,api-procedureobservation-detail,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk|format,0,1
academic,api-procedureobservation-get-values-for-update,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/(?P<pk>[^/.]+)/get_values_for_update/$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk,0,0
academic,api-procedureobservation-get-values-for-update,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/^api_observation/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureObservationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|parent_pk|pk|format,0,0
academic,api-root,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|parent_pk,0,0
academic,api-root,/academic/<int:org_pk>/procedure/step/<int:parent_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|parent_pk|format,0,0
academic,procedure_create,/academic/<int:org_pk>/procedure/procedure_create/,academic.views.ProcedureCreateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,academic/procedure_create.html,org_pk,1,1
academic,procedure_update,/academic/<int:org_pk>/procedure/procedure_update/<int:pk>/,academic.views.ProcedureUpdateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,academic/procedure_create.html,org_pk|pk,0,1
academic,get_procedure,/academic/<int:org_pk>/procedure/get_procedure/<int:pk>/,academic.views.get_procedure,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:556,json,,org_pk|pk,0,1
academic,delete_procedure,/academic/<int:org_pk>/procedure/delete_procedure/,academic.views.delete_procedure,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:588,json,,org_pk,0,1
academic,procedure_detail,/academic/<int:org_pk>/procedure/procedure_detail/<int:pk>/,academic.views.procedureStepDetail,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:368,pagina,academic/detail.html,org_pk|pk,0,1
academic,procedure_step,/academic/<int:org_pk>/procedure/procedure/<int:pk>/step/,academic.views.ProcedureStepCreateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,academic/procedure_steps.html,org_pk|pk,0,1
academic,update_step,/academic/<int:org_pk>/procedure/step/<int:pk>/update/,academic.views.ProcedureStepUpdateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,academic/procedure_steps.html,org_pk|pk,0,1
academic,delete_step,/academic/<int:org_pk>/procedure/step/delete/,academic.views.delete_step,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:536,json,,org_pk,0,1
academic,procedure_list,/academic/<int:org_pk>/procedure/procedure_list/,academic.views.ProcedureListView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,academic/procedure_list.html,org_pk,1,1
academic,generate_reservation,/academic/<int:org_pk>/myprocedure/<int:lab_pk>/generate_reservation/,academic.views.generate_reservation,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:610,json,,org_pk|lab_pk,0,1
academic,get_my_procedures,/academic/<int:org_pk>/myprocedure/<int:lab_pk>/get_list/,academic.views.get_my_procedures,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:85,pagina,academic/procedure.html,org_pk|lab_pk,1,1
academic,add_my_procedures,/academic/<int:org_pk>/myprocedure/<int:lab_pk>/add_procedures/<str:content_type>/<str:model>/,academic.views.create_my_procedures,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:103,pagina,academic/procedure.html,org_pk|lab_pk|content_type|model,0,1
academic,remove_my_procedure,/academic/<int:org_pk>/myprocedure/<int:lab_pk>/remove_procedure/<int:pk>/,academic.views.remove_my_procedure,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:145,accion,,org_pk|lab_pk|pk,0,1
academic,complete_my_procedure,/academic/<int:org_pk>/myprocedure/<int:lab_pk>/complete_procedure/<int:pk>/,academic.views.complete_my_procedure,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:204,pagina,academic/complete_my_procedure.html,org_pk|lab_pk|pk,0,1
academic,api-my-procedure-list,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/^api_my_procedure/$,academic.api.views.MyProceduresAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
academic,api-my-procedure-list,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/^api_my_procedure\.(?P<format>[a-z0-9]+)/?$,academic.api.views.MyProceduresAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
academic,api-my-procedure-download-my-procedures,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/download_my_procedures/$,academic.api.views.MyProceduresAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
academic,api-my-procedure-download-my-procedures,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/download_my_procedures\.(?P<format>[a-z0-9]+)/?$,academic.api.views.MyProceduresAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
academic,api-root,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk,0,0
academic,api-root,/academic/<int:org_pk>/spc/api/myprocedure/<int:lab_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|format,0,0
academic,api-procedure-list,/academic/<int:org_pk>/spc/api/procedure/^api_procedures/$,academic.api.views.ProcedureAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
academic,api-procedure-list,/academic/<int:org_pk>/spc/api/procedure/^api_procedures\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
academic,api-root,/academic/<int:org_pk>/spc/api/procedure/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
academic,api-root,/academic/<int:org_pk>/spc/api/procedure/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
reservations_management,manage_reservation,/reservations_management/<int:org_pk>/reservations/<int:pk>/manage/,reservations_management.views.ManageReservationView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,pagina,reservations_management/manage_reservation.html,org_pk|pk,1,1
reservations_management,reservations_list,/reservations_management/<int:org_pk>/reservations/list/<int:status>/,reservations_management.views.ReservationsListView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,pagina,reservations_management/reservations_list.html,org_pk|status,1,1
reservations_management,get_product_name_and_quantity,/reservations_management/<int:org_pk>/reservedproduct/get_product_name_and_quantity/,reservations_management.functions.get_product_name_and_quantity,src/reservations_management/functions.py:30,json,,org_pk,0,1
reservations_management,validate_reservation,/reservations_management/<int:org_pk>/reservedproduct/validate_reservation/,reservations_management.functions.validate_reservation,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:322,json,,org_pk,0,1
reservations_management,increase_stock,/reservations_management/<int:org_pk>/reservedproduct/increase_stock/,reservations_management.functions.increase_stock,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:425,json,,org_pk,0,1
reservations_management,return_product,/reservations_management/<int:org_pk>/reservations/<int:pk>/product/<int:product_pk>/return/,reservations_management.views.ReturnProductView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,json,,org_pk|pk|product_pk,0,0
reservations_management,product_action,/reservations_management/<int:org_pk>/reservations/<int:pk>/product/<int:product_pk>/action/,reservations_management.views.ProductActionView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,accion,,org_pk|pk|product_pk,0,0
reservations_management,close_reservation,/reservations_management/<int:org_pk>/reservations/<int:pk>/close/,reservations_management.views.CloseReservationView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,accion,,org_pk|pk,0,0
,api_molecularname,/^api/reactive/name/,laboratory.reactive.ReactiveMolecularFormulaAPIView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
admin,index,/admin/,django.contrib.admin.sites.AdminSite.index,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:557,infra,,,0,0
admin,login,/admin/login/,django.contrib.admin.sites.AdminSite.login,.venv/lib/python3.13/site-packages/django/utils/decorators.py:412,infra,,,0,0
admin,logout,/admin/logout/,django.contrib.admin.sites.AdminSite.logout,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:390,infra,,,0,0
admin,password_change,/admin/password_change/,django.contrib.admin.sites.AdminSite.password_change,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:349,infra,,,0,0
admin,password_change_done,/admin/password_change/done/,django.contrib.admin.sites.AdminSite.password_change_done,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:367,infra,,,0,0
admin,autocomplete,/admin/autocomplete/,django.contrib.admin.sites.AdminSite.autocomplete_view,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:451,infra,,,0,0
admin,jsi18n,/admin/jsi18n/,django.contrib.admin.sites.AdminSite.i18n_javascript,.venv/lib/python3.13/site-packages/django/contrib/admin/sites.py:381,infra,,,0,0
