namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
,login,/accounts/login/,djgentelella.views.auth.GentelellaLoginView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:77,infra,,,0,0
,logout,/accounts/logout/,djgentelella.views.auth.GentelellaLogoutView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,infra,,,0,0
,password_change,/accounts/password_change/,django.contrib.auth.views.PasswordChangeView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:360,infra,,,0,0
,password_change_done,/accounts/password_change/done/,django.contrib.auth.views.PasswordChangeDoneView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:383,infra,,,0,0
,password_reset,/accounts/password_reset/,django.contrib.auth.views.PasswordResetView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:227,infra,,,0,0
,password_reset_done,/accounts/password_reset/done/,django.contrib.auth.views.PasswordResetDoneView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,infra,,,0,0
,password_reset_confirm,/accounts/reset/<uidb64>/<token>/,django.contrib.auth.views.PasswordResetConfirmView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:266,infra,,uidb64|token,0,0
,password_reset_complete,/accounts/reset/done/,django.contrib.auth.views.PasswordResetDoneView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,infra,,,0,0
,rolbase-list,/gtapis/^rolbase/$,auth_and_perms.gtselects.RolS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,rolbase-detail,/gtapis/^rolbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.RolS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,laborguserbase-list,/gtapis/^laborguserbase/$,auth_and_perms.gtselects.LabUserS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,laborguserbase-detail,/gtapis/^laborguserbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.LabUserS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,orguserbase-list,/gtapis/^orguserbase/$,auth_and_perms.gtselects.UserS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,orguserbase-detail,/gtapis/^orguserbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.UserS2OrgManagement,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,groupbase-list,/gtapis/^groupbase/$,auth_and_perms.gtselects.GroupS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,userbase-list,/gtapis/^userbase/$,auth_and_perms.gtselects.UserApi,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,relorgbase-list,/gtapis/^relorgbase/$,auth_and_perms.gtselects.RelOrgBaseS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,relorgbase-detail,/gtapis/^relorgbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.RelOrgBaseS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,relorgfullbase-list,/gtapis/^relorgfullbase/$,auth_and_perms.gtselects.RelOrgFullS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,relorgfullbase-detail,/gtapis/^relorgfullbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.RelOrgFullS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,laborgbase-list,/gtapis/^laborgbase/$,auth_and_perms.gtselects.LabOrgBaseS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,laborgbase-detail,/gtapis/^laborgbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.LabOrgBaseS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,roluserorgbase-list,/gtapis/^roluserorgbase/$,auth_and_perms.gtselects.RolUserOrgS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,roluserorgbase-detail,/gtapis/^roluserorgbase/(?P<pk>[^/.]+)/$,auth_and_perms.gtselects.RolUserOrgS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,orgbyuser-list,/gtapis/^orgbyuser/$,auth_and_perms.gtselects.OrgbyUserOrgS2,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,groupsbyprofile-list,/gtapis/^groupsbyprofile/$,auth_and_perms.gtselects.GroupsByProfile,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,usersbyorg-list,/gtapis/^usersbyorg/$,auth_and_perms.gtselects.UsersByOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,orgtree-list,/gtapis/^orgtree/$,auth_and_perms.gtselects.OrgTree,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,objbyorg-list,/gtapis/^objbyorg/$,auth_and_perms.gtselects.ObjectByOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,objectlimitschart-list,/gtapis/^objectlimits/$,laboratory.gtcharts.ObjectLimitsClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,objectlimitschart-detail,/gtapis/^objectlimits/(?P<pk>[^/.]+)/$,laboratory.gtcharts.ObjectLimitsClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,rolsearch-list,/gtapis/^rol/$,laboratory.gtselects.RolGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,organization_rols-list,/gtapis/^organization_rols/$,laboratory.gtselects.OrganizationRolslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,objectsearch-list,/gtapis/^object/$,laboratory.gtselects.ObjectGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,objectorgsearch-list,/gtapis/^objectorgsearch/$,laboratory.gtselects.ObjectGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,catalogunit-list,/gtapis/^catalogunit/$,laboratory.gtselects.CatalogUnitLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,catalogunitIncDec-list,/gtapis/^catalogunitIncDec/$,laboratory.gtselects.CatalogUnitIncreaseDecrease,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,available-container-search-list,/gtapis/^available-container-search/$,laboratory.gtselects.AvailableContainerLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,container-for-cloning-search-list,/gtapis/^container-for-cloning-search/$,laboratory.gtselects.ContainersForCloningLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,shelfobject_status_search-list,/gtapis/^shelfobject_status_search/$,laboratory.gtselects.ShelfObject_StatusModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,provider-list,/gtapis/^provider/$,laboratory.gtselects.ProviderLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,objectorgavailable-list,/gtapis/^objectorgavailable/$,laboratory.gtselects.ObjectAvailableLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,object_providers-list,/gtapis/^object_providers/$,laboratory.gtselects.ObjectProvidersLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,organization_roles-list,/gtapis/^organization_roles/$,laboratory.gtselects.OrganizationRolslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,instrumentalfamily-list,/gtapis/^instrumentalfamily/$,laboratory.gtselects.InstrumentalFamilyLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,org_profiles-list,/gtapis/^org_profiles/$,laboratory.gtselects.OrganizationProfileslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,profiles_ref-list,/gtapis/^profiles_ref/$,laboratory.gtselects.ProfilesRefLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,org_providers-list,/gtapis/^org_providers/$,laboratory.gtselects.OrganizationProviderslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,userorg-list,/gtapis/^userorg/$,laboratory.gtselects.UsersOrganizationsLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,equipmenttype-list,/gtapis/^equipmenttype/$,laboratory.gtselects.EquipmentTypeLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_users-list,/gtapis/^risk_users/$,laboratory.gtselects.UserseslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_regents-list,/gtapis/^risk_regents/$,laboratory.gtselects.RegentslLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_building-list,/gtapis/^risk_building/$,laboratory.gtselects.BuildinglLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_laboratory-list,/gtapis/^risk_laboratory/$,laboratory.gtselects.RiskLaboratorylLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_structure-list,/gtapis/^risk_structure/$,laboratory.gtselects.RiskStructurelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,user_organization-list,/gtapis/^user_organization/$,laboratory.gtselects.RiskUsersOrganizations,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,imagebasename-list,/gtapis/^selectimg/$,laboratory.gtselects.ImageSelect2Lookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,get_laboratories_by_organization-list,/gtapis/^get_laboratories_by_organization/$,laboratory.gtselects.LaboratoryBtOrganizations,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,custom_procedure_template-list,/gtapis/^custom_procedure_template/$,academic.gtselects.ProcedureGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,prudencesearch-list,/gtapis/^prudence/$,sga.gtselects.PrudenceGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,dangersearch-list,/gtapis/^danger/$,sga.gtselects.DangerGModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,catalogsga-list,/gtapis/^catalogsga/$,sga.gtselects.CatalogUnitLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,user_organization_loop-list,/gtapis/^user_organization_loop/$,sga.gtselects.OrganizationUserLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,user_laboratory_loop-list,/gtapis/^user_laboratory_loop/$,sga.gtselects.UserLaboratoryLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,newslettertemplatebasename-list,/gtapis/^newslettertemplate/$,djgentelella.async_notification.gtselects.NewsLetterTemplateSelect2View,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,newsletterbasename-list,/gtapis/^newsletter/$,djgentelella.async_notification.gtselects.NewsLetterSelect2View,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,dangerindicationchart-list,/gtapis/^dangerIndication/$,risk_management.gtcharts.LaboratoryDangerIndicationChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,dangerindicationchart-detail,/gtapis/^dangerIndication/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryDangerIndicationChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,whiteorganchart-list,/gtapis/^white_organ/$,risk_management.gtcharts.LaboratoryWhiteOrganChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,whiteorganchart-detail,/gtapis/^white_organ/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryWhiteOrganChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,precursortypechart-list,/gtapis/^precursor_type/$,risk_management.gtcharts.LaboratoryPrecursorTypeChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,precursortypechart-detail,/gtapis/^precursor_type/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryPrecursorTypeChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,nfpachart-list,/gtapis/^nfpa/$,risk_management.gtcharts.LaboratoryNFPAChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,nfpachart-detail,/gtapis/^nfpa/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryNFPAChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,uecodechart-list,/gtapis/^ue_code/$,risk_management.gtcharts.LaboratoryUECodeChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,uecodechart-detail,/gtapis/^ue_code/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryUECodeChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,storageclasschart-list,/gtapis/^storage_class/$,risk_management.gtcharts.LaboratoryStorageClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,storageclasschart-detail,/gtapis/^storage_class/(?P<pk>[^/.]+)/$,risk_management.gtcharts.LaboratoryStorageClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,substancetonschart-list,/gtapis/^substance_tons/$,risk_management.gtcharts.SubstanceQuantityTonsChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,substancetonschart-detail,/gtapis/^substance_tons/(?P<pk>[^/.]+)/$,risk_management.gtcharts.SubstanceQuantityTonsChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,eslochart-list,/gtapis/^eslo/$,risk_management.gtcharts.EstablishmentLogsClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,eslochart-detail,/gtapis/^eslo/(?P<pk>[^/.]+)/$,risk_management.gtcharts.EstablishmentLogsClassChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,iperrisklevelchart-list,/gtapis/^iper_risk_level/$,risk_management.gtcharts.IPERRiskLevelChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,iperrisklevelchart-detail,/gtapis/^iper_risk_level/(?P<pk>[^/.]+)/$,risk_management.gtcharts.IPERRiskLevelChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,iperhazardcategorychart-list,/gtapis/^iper_hazard_category/$,risk_management.gtcharts.IPERHazardCategoryChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,iperhazardcategorychart-detail,/gtapis/^iper_hazard_category/(?P<pk>[^/.]+)/$,risk_management.gtcharts.IPERHazardCategoryChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,ipercompliancechart-list,/gtapis/^iper_compliance/$,risk_management.gtcharts.IPERComplianceChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,ipercompliancechart-detail,/gtapis/^iper_compliance/(?P<pk>[^/.]+)/$,risk_management.gtcharts.IPERComplianceChart,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,risk_laboratories-list,/gtapis/^risk_laboratories/$,risk_management.gtselects.RiskLaboraratory,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,risk_buildings-list,/gtapis/^risk_buildings/$,risk_management.gtselects.RiskBuildings,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,regent_laboratories-list,/gtapis/^regent_laboratories/$,risk_management.gtselects.RegentLaboraratory,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,informtemplate-list,/gtapis/^informtemplate/$,derb.gtselects.CustomFormModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,informtemplate-detail,/gtapis/^informtemplate/(?P<pk>[^/.]+)/$,derb.gtselects.CustomFormModelLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
,lab_room-list,/gtapis/^lab_room/$,report.gtselects.LabRoomLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,furniture-list,/gtapis/^furniture/$,report.gtselects.FurnitureLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,labs_by_org-list,/gtapis/^labs_by_org/$,report.gtselects.LabsByOrgLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,lab_room_ref-list,/gtapis/^lab_room_ref/$,report.gtselects.LabRoomRefLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,furniture_ref-list,/gtapis/^furniture_ref/$,report.gtselects.FurnitureRefLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
,shelf-list,/gtapis/^shelf/$,report.gtselects.ShelfLookup,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
,flag_sprite,/flags/sprite.svg,djgentelella.views.flags.FlagSpriteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,flag_icon,"/^flags/(?P<code>[a-z]{2,5}(?:-[a-z]{2,3})?)\.svg$",djgentelella.views.flags.FlagIconView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,code,0,0
,upload_file_view,/djgentelella/upload/,djgentelella.chunked_upload.views.ChunkedUploadView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,upload_file_done,/djgentelella/upload/done/,djgentelella.chunked_upload.views.ChunkedUploadCompleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,upload_pdf_view,/djgentelella/upload/pdf/,djgentelella.chunked_upload.views.PDFChunkedUploadView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,upload_pdf_done,/djgentelella/upload/pdf/done/,djgentelella.chunked_upload.views.PDFChunkedUploadCompleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,help,/help/(?P<pk>\d+)?,djgentelella.widgets.helper.HelperWidgetView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,notifications,/^notification/(?P<pk>\d+)?$,djgentelella.notification.base.NotificacionAPIView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,notification_list,/^notification/list/$,djgentelella.notification.base.notification_list_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:20,infra,,,0,0
,api-notificationtable-list,/tableapi/^notificationtableview/$,djgentelella.notification.base.NotificationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,autocomplete,,,0,0
,api-notificationtable-list,/tableapi/^notificationtableview\.(?P<format>[a-z0-9]+)/?$,djgentelella.notification.base.NotificationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,autocomplete,,format,0,0
,api-notificationtable-detail,/tableapi/^notificationtableview/(?P<pk>[^/.]+)/$,djgentelella.notification.base.NotificationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,autocomplete,,pk,0,0
,api-notificationtable-detail,/tableapi/^notificationtableview/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,djgentelella.notification.base.NotificationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,autocomplete,,pk|format,0,0
,api-root,/tableapi/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,autocomplete,,,0,0
,api-root,/tableapi/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,autocomplete,,format,0,0
,signature_config,/update_config/,djgentelella.firmador_digital.views.update_signature_settings,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:10,infra,,,0,0
,api-trash-list,/api/trash/^api_trash/$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,api-trash-list,/api/trash/^api_trash\.(?P<format>[a-z0-9]+)/?$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,format,0,0
,api-trash-detail-template,/api/trash/^api_trash/detail_template/$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,api-trash-detail-template,/api/trash/^api_trash/detail_template\.(?P<format>[a-z0-9]+)/?$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,format,0,0
,api-trash-detail,/api/trash/^api_trash/(?P<pk>[^/.]+)/$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,api-trash-detail,/api/trash/^api_trash/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk|format,0,0
,api-trash-get-values-for-update,/api/trash/^api_trash/(?P<pk>[^/.]+)/get_values_for_update/$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,api-trash-get-values-for-update,/api/trash/^api_trash/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk|format,0,0
,api-trash-restore,/api/trash/^api_trash/(?P<pk>[^/.]+)/restore/$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,api-trash-restore,/api/trash/^api_trash/(?P<pk>[^/.]+)/restore\.(?P<format>[a-z0-9]+)/?$,djgentelella.trash.api.TrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk|format,0,0
,api-root,/api/trash/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
,api-root,/api/trash/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,format,0,0
,api-history-list,/api/history/^api_history/$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,api-history-list,/api/history/^api_history\.(?P<format>[a-z0-9]+)/?$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,format,0,0
,api-history-detail-template,/api/history/^api_history/detail_template/$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,,0,0
,api-history-detail-template,/api/history/^api_history/detail_template\.(?P<format>[a-z0-9]+)/?$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,format,0,0
,api-history-detail,/api/history/^api_history/(?P<pk>[^/.]+)/$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,api-history-detail,/api/history/^api_history/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk|format,0,0
,api-history-get-values-for-update,/api/history/^api_history/(?P<pk>[^/.]+)/get_values_for_update/$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk,0,0
,api-history-get-values-for-update,/api/history/^api_history/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,djgentelella.history.api.HistoryViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,infra,,pk|format,0,0
,api-root,/api/history/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
,api-root,/api/history/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,format,0,0
,tinymce_upload_image,/^u_image$,djgentelella.wysiwyg.views.image_upload,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:25,infra,,,0,0
,tinymce_upload_video,/^u_video$,djgentelella.wysiwyg.views.video_upload,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:32,infra,,,0,0
,voice_transcribe,/voice/transcribe/,djgentelella.voice.views.VoiceTranscribeView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,infra,,,0,0
,permission_view_list,/permissionsmanagement/<int:pk>,djgentelella.permission_management.views.get_permissions,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:42,infra,,pk,0,0
,permissionsmanagement-list,/permissionsmanagement/list,djgentelella.permission_management.views.get_permission_list,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:11,infra,,,0,0
,permcategorymanagement-save,/permissionsmanagement/save,djgentelella.permission_management.views.save_permcategorymanagement,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:28,infra,,,0,0
,djgentelella-js-catalog,/djsi18n/,django.views.i18n.JavaScriptCatalog,.venv/lib/python3.13/site-packages/django/utils/decorators.py:97,infra,,,0,0
,permission_denied,/permission_denied,authentication.views.PermissionDeniedView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,pagina,laboratory/permission_denied.html,,1,0
,general_info,/general_info,presentation.views.general_information,src/presentation/views.py:326,pagina,general_information.html,,1,0
,home,/,django.views.generic.base.RedirectView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:97,accion,,,0,0
,index,/index/,presentation.views.index_organilab,src/presentation/views.py:320,pagina,index.html,,1,1
,tutorials,/index/tutorial/<int:org_pk>,presentation.views.index_tutorial,.venv/lib/python3.13/site-packages/django/views/decorators/cache.py:33,pagina,tutorial.html,org_pk,1,0
,tutorial_progress_api,/index/tutorial/api/progress/,presentation.views.tutorial_progress_api,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:157,json,,,0,0
,tutorial_toggle_api,/index/tutorial/api/toggle/,presentation.views.tutorial_toggle_api,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:194,json,,,0,0
,tutorial_reactivate_api,/index/tutorial/api/reactivate/,presentation.views.tutorial_reactivate_api,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:208,json,,,0,0
